"","country_region_code","country_region","sub_country","sub_region_1","sub_region_2","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"70195","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-05-09,-76,-25,-15,-35,-48,16
"70196","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-05-10,-82,-36,-55,-48,-45,13
"70197","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-05-11,-66,-21,-19,-40,-56,21
"70198","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-05-12,-65,-18,13,-36,-55,22
"70199","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-05-13,-64,-17,16,-30,-55,21
"70200","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-05-14,-62,-13,46,-26,-54,20
"70201","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-05-15,-64,-16,18,-30,-54,21
"70202","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-05-16,-70,-20,15,-24,-39,14
"70203","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-05-17,-72,-22,20,-5,-35,10
"70204","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-05-18,-57,-17,27,-27,-52,19
"70205","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-05-19,-59,-13,53,-20,-53,20
"70206","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-05-20,-57,-8,85,-18,-53,19
"70207","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-05-21,-58,-8,59,-23,-53,20
"70208","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-05-22,-61,-14,9,-30,-52,21
"70209","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-05-23,-69,-19,-7,-31,-39,14
"70210","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-05-24,-70,-20,17,-10,-35,10
"70211","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-05-25,-58,-18,166,-20,-76,23
"70212","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-05-26,-53,-7,80,-17,-52,18
"70213","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-05-27,-54,-10,80,-13,-51,19
"70214","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-05-28,-53,-5,96,-14,-51,19
"70215","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-05-29,-54,-6,71,-17,-50,19
"70216","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-05-30,-63,-11,59,-11,-29,11
"70217","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-05-31,-60,-10,91,27,-23,7
"70218","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-06-01,-48,-7,84,-12,-46,16
"70219","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-06-02,-50,-7,108,-1,-46,16
"70220","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-06-03,-60,-17,-15,-29,-48,20
"70221","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-06-04,-57,-9,29,-25,-47,19
"70222","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-06-05,-61,-14,-1,-32,-47,19
"70223","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-06-06,-69,-19,-26,-44,-33,14
"70224","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-06-07,-71,-18,-12,-28,-28,10
"70225","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-06-08,-51,-12,55,-23,-44,17
"70226","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-06-09,-52,-10,96,-18,-44,16
"70227","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-06-10,-60,-15,-5,-34,-46,19
"70228","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-06-11,-59,-14,2,-36,-45,19
"70229","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-06-12,-62,-17,-22,-41,-46,20
"70230","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-06-13,-61,-10,51,-22,-19,10
"70231","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-06-14,-58,-10,76,0,-15,7
"70232","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-06-15,-43,-11,68,-21,-42,15
"70233","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-06-16,-45,-6,79,-18,-42,15
"70234","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-06-17,-45,-7,80,-20,-42,16
"70235","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-06-18,-55,-12,4,-37,-45,18
"70236","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-06-19,-50,-8,29,-27,-43,16
"70237","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-06-20,-52,-2,92,-12,-18,8
"70238","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-06-21,-55,-8,54,-1,-9,6
"70239","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-06-22,-39,-9,109,-19,-43,14
"70240","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-06-23,-41,-1,151,-14,-42,14
"70241","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-06-24,-38,1,192,-13,-42,14
"70242","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-06-25,-40,5,182,-15,-42,14
"70243","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-06-26,-48,-7,67,-19,-42,15
"70244","GB","United Kingdom","England","East Riding of Yorkshire","","GB-ERY",NA,2020-06-27,-58,-11,12,-31,-22,10
"70245","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-02-15,-12,-3,-30,-14,-4,2
"70246","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-02-16,-21,-12,-46,-19,-6,2
"70247","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-02-17,7,0,21,-5,-18,3
"70248","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-02-18,13,-1,38,-3,-18,3
"70249","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-02-19,10,1,28,-4,-18,3
"70250","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-02-20,8,0,13,-6,-19,4
"70251","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-02-21,9,1,29,0,-18,2
"70252","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-02-22,-2,-2,-10,-2,-2,1
"70253","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-02-23,-10,-2,-22,-4,-4,0
"70254","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-02-24,-8,-1,-17,-2,-1,2
"70255","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-02-25,-1,5,-1,2,1,0
"70256","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-02-26,2,2,15,1,1,0
"70257","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-02-27,1,2,2,-1,-1,1
"70258","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-02-28,-5,-1,-16,0,-1,1
"70259","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-02-29,-1,2,-19,2,0,1
"70260","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-01,7,3,19,8,1,0
"70261","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-02,5,6,16,3,1,0
"70262","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-03,5,3,18,2,1,0
"70263","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-04,0,3,-1,1,0,1
"70264","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-05,-9,-3,-18,-4,-2,2
"70265","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-06,7,7,33,8,0,0
"70266","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-07,1,3,9,4,2,0
"70267","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-08,4,4,13,2,0,0
"70268","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-09,3,5,20,3,1,1
"70269","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-10,-4,4,-3,-3,0,1
"70270","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-11,0,5,12,-3,-1,1
"70271","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-12,2,11,19,-2,-1,2
"70272","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-13,0,10,30,-1,-2,2
"70273","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-14,-5,8,5,-5,-2,3
"70274","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-15,-4,10,13,-3,-3,2
"70275","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-16,3,24,46,-3,-5,3
"70276","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-17,-9,26,21,-15,-12,6
"70277","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-18,-15,29,16,-22,-19,9
"70278","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-19,-15,27,16,-23,-24,11
"70279","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-20,-28,11,-6,-31,-26,12
"70280","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-21,-43,7,18,-29,-24,10
"70281","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-22,-53,-9,25,-27,-30,8
"70282","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-23,-40,-2,12,-41,-41,15
"70283","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-24,-69,-21,-9,-55,-56,22
"70284","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-25,-70,-23,0,-58,-62,24
"70285","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-26,-72,-27,0,-62,-64,25
"70286","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-27,-75,-27,-17,-61,-64,25
"70287","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-28,-83,-37,-51,-65,-57,19
"70288","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-29,-87,-46,-60,-68,-57,14
"70289","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-30,-72,-27,-16,-62,-66,24
"70290","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-03-31,-72,-27,-15,-62,-66,25
"70291","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-01,-73,-29,-7,-62,-67,25
"70292","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-02,-73,-29,-8,-64,-67,26
"70293","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-03,-75,-28,-17,-61,-66,26
"70294","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-04,-82,-35,-33,-61,-56,18
"70295","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-05,-82,-40,-27,-59,-53,13
"70296","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-06,-72,-28,-15,-61,-67,24
"70297","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-07,-72,-28,-5,-59,-68,25
"70298","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-08,-71,-24,-2,-59,-68,25
"70299","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-09,-68,-15,2,-57,-68,25
"70300","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-10,-79,-34,-14,-67,-80,29
"70301","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-11,-80,-31,-37,-61,-56,18
"70302","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-12,-89,-63,-25,-64,-58,14
"70303","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-13,-80,-42,-31,-72,-83,29
"70304","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-14,-71,-24,-16,-59,-67,24
"70305","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-15,-71,-25,7,-58,-67,25
"70306","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-16,-72,-26,1,-59,-66,26
"70307","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-17,-75,-29,-26,-61,-66,26
"70308","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-18,-80,-36,-33,-59,-53,18
"70309","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-19,-81,-38,-5,-53,-50,13
"70310","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-20,-69,-29,4,-56,-64,23
"70311","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-21,-70,-27,7,-56,-64,24
"70312","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-22,-69,-26,16,-55,-64,24
"70313","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-23,-68,-25,27,-55,-64,24
"70314","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-24,-71,-26,2,-54,-63,24
"70315","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-25,-77,-31,-20,-55,-51,17
"70316","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-26,-79,-35,3,-48,-48,12
"70317","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-27,-66,-26,14,-53,-62,22
"70318","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-28,-73,-33,-42,-64,-65,23
"70319","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-29,-71,-29,-25,-60,-63,25
"70320","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-04-30,-72,-25,-16,-58,-64,25
"70321","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-01,-74,-27,-22,-55,-62,25
"70322","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-02,-78,-29,-11,-50,-49,16
"70323","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-03,-81,-36,-26,-53,-48,13
"70324","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-04,-67,-24,10,-51,-61,22
"70325","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-05,-70,-25,-7,-54,-61,23
"70326","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-06,-67,-20,26,-49,-61,23
"70327","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-07,-65,-12,36,-48,-61,22
"70328","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-08,-74,-29,27,-55,-77,27
"70329","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-09,-76,-27,4,-48,-49,16
"70330","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-10,-81,-36,-34,-53,-47,13
"70331","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-11,-68,-24,-10,-54,-60,22
"70332","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-12,-66,-21,20,-48,-59,22
"70333","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-13,-67,-22,16,-49,-59,22
"70334","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-14,-65,-19,33,-47,-59,21
"70335","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-15,-66,-19,47,-42,-58,21
"70336","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-16,-72,-23,27,-36,-43,14
"70337","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-17,-71,-22,56,-22,-40,10
"70338","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-18,-59,-17,58,-39,-56,19
"70339","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-19,-60,-15,73,-39,-56,20
"70340","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-20,-57,-12,115,-38,-56,19
"70341","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-21,-58,-11,92,-41,-56,20
"70342","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-22,-63,-17,25,-44,-55,21
"70343","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-23,-70,-20,6,-42,-40,14
"70344","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-24,-66,-17,72,-22,-36,9
"70345","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-25,-57,-18,203,-37,-77,23
"70346","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-26,-54,-9,107,-38,-55,18
"70347","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-27,-54,-11,100,-36,-54,19
"70348","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-28,-54,-10,111,-39,-54,19
"70349","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-29,-57,-10,86,-34,-53,19
"70350","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-30,-64,-12,88,-28,-31,11
"70351","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-05-31,-62,-12,107,-14,-28,8
"70352","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-06-01,-51,-11,94,-35,-49,17
"70353","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-06-02,-53,-11,119,-33,-50,17
"70354","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-06-03,-55,-14,44,-40,-50,19
"70355","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-06-04,-56,-14,47,-41,-51,19
"70356","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-06-05,-60,-13,35,-43,-49,19
"70357","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-06-06,-68,-17,-2,-47,-32,13
"70358","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-06-07,-65,-16,54,-28,-28,8
"70359","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-06-08,-55,-13,44,-43,-48,17
"70360","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-06-09,-54,-12,70,-40,-47,17
"70361","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-06-10,-58,-14,19,-48,-49,19
"70362","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-06-11,-55,-12,46,-43,-48,19
"70363","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-06-12,-60,-16,9,-47,-48,19
"70364","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-06-13,-60,-12,86,-28,-21,9
"70365","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-06-14,-59,-13,101,-23,-19,7
"70366","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-06-15,-41,-10,96,-34,-45,15
"70367","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-06-16,-44,-8,93,-36,-45,15
"70368","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-06-17,-45,-10,65,-38,-45,16
"70369","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-06-18,-48,-9,51,-45,-46,17
"70370","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-06-19,-50,-9,48,-38,-44,16
"70371","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-06-20,-52,-5,77,-27,-18,8
"70372","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-06-21,-57,-14,53,-28,-14,6
"70373","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-06-22,-41,-11,102,-36,-45,15
"70374","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-06-23,-43,-8,128,-34,-45,14
"70375","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-06-24,-39,-1,182,-29,-44,14
"70376","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-06-25,-41,1,178,-30,-45,15
"70377","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-06-26,-46,-5,83,-35,-44,15
"70378","GB","United Kingdom","England","East Sussex","","GB-ESX",NA,2020-06-27,-56,-12,8,-40,-24,11
"70379","GB","United Kingdom","Scotland","Edinburgh","","GB-EDH",NA,2020-02-15,-4,-7,-29,-6,-2,2
"70380","GB","United Kingdom","Scotland","Edinburgh","","GB-EDH",NA,2020-02-16,6,3,7,6,1,0
"70381","GB","United Kingdom","Scotland","Edinburgh","","GB-EDH",NA,2020-02-17,9,-1,25,9,-3,1
"70382","GB","United Kingdom","Scotland","Edinburgh","","GB-EDH",NA,2020-02-18,7,1,19,7,-1,0
"70383","GB","United Kingdom","Scotland","Edinburgh","","GB-EDH",NA,2020-02-19,9,0,24,8,0,0
"70384","GB","United Kingdom","Scotland","Edinburgh","","GB-EDH",NA,2020-02-20,7,0,21,8,-1,0
"70385","GB","United Kingdom","Scotland","Edinburgh","","GB-EDH",NA,2020-02-21,-1,-1,-9,8,-2,1
"70386","GB","United Kingdom","Scotland","Edinburgh","","GB-EDH",NA,2020-02-22,-6,-5,-29,-4,0,2
"70387","GB","United Kingdom","Scotland","Edinburgh","","GB-EDH",NA,2020-02-23,1,2,15,10,3,-1
"70388","GB","United Kingdom","Scotland","Edinburgh","","GB-EDH",NA,2020-02-24,-7,-5,-12,1,-2,2
"70389","GB","United Kingdom","Scotland","Edinburgh","","GB-EDH",NA,2020-02-25,1,4,8,2,-1,0
"70390","GB","United Kingdom","Scotland","Edinburgh","","GB-EDH",NA,2020-02-26,3,0,17,2,0,0
